Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Ireland,IRL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,10.5048,11.3404,12.176,12.6428,13.1096,13.5764,14.0432,14.51,15.7822,17.0544,18.3266,19.5988,20.871,21.092,21.313,21.534,21.755,21.976,21.564,21.152,20.74,20.328,19.916,19.0898,18.2636,17.4374,16.6112,15.785,15.8634,15.9418,16.0202,16.0986,16.177,16.58,16.983,17.386,17.789,18.192,18.3116,18.4312,18.5508,18.6704,18.79,18.2878,17.7856,17.2834,16.7812,16.279,15.1788,14.0786,12.9784,11.8782,10.778,10.1254,9.4728,8.8202,8.1676,7.515,7.0566,6.5982,
Ireland,IRL,Adults (ages 15+) and children (0-14 years) living with HIV,SH.HIV.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,580,660,750,840,940,1100,1200,1400,1600,1800,2000,2200,2500,2700,3000,3300,3600,3900,4200,4600,4900,5200,5500,5800,6100,6400,6800,7100,7500,7800
Ireland,IRL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,200,200,200,200,200,200,200,200,200,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
Ireland,IRL,Adults (ages 15+) living with HIV,SH.DYN.AIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,570,660,740,840,940,1100,1200,1400,1600,1800,2000,2200,2500,2700,3000,3300,3600,3900,4200,4600,4900,5200,5500,5800,6100,6400,6800,7100,7500,7800
Ireland,IRL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,200,200,200,200,200,200,200,200,200,200,200,200,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
Ireland,IRL,"Age at first marriage, female",SP.DYN.SMAM.FE,,,,,,,,,,,,23.5,,,,,,,,23.1,,23.4,,24.4,24.6,24.6,25,,25.3,25.8,26,26.7,,,27.7,,28.7,,,29.5,,,30.7,,,31.1,31.4,,,,,28.5,,,,,32.4,,,,
Ireland,IRL,"Age at first marriage, male",SP.DYN.SMAM.MA,,,,,,,,,,,,25.8,,,,,,,,24.2,,24.4,,25.7,25.6,26.2,26.1,,26.7,27.1,27.6,27.9,,,29,,30,,,30.9,,,31.9,,,32.4,32.4,,,,,29.7,,,,,33.4,,,,
Ireland,IRL,Age dependency ratio (% of working-age population),SP.POP.DPND,72.94540963,72.93724624,72.90989026,72.81979826,72.67025635,72.47559698,72.39111429,72.13591058,71.82182226,71.63379406,71.67104177,71.20389459,71.09447845,71.1859339,71.23549342,71.11806291,71.42525884,71.34611791,70.99228015,70.55309503,70.09606782,69.90978002,69.8051075,69.6490315,69.24292027,68.49017203,67.98519702,67.13124312,65.96661505,64.63923187,63.25795412,61.32023626,59.51527203,57.77645033,56.03230347,54.29547461,52.54454079,50.86835603,49.33185317,48.03766955,47.0320778,46.04091836,45.28602926,44.76429787,44.4518105,44.32639812,44.59730003,44.98185972,45.471975,46.03042591,46.61826499,47.91651461,49.21146709,50.49879131,51.78477681,53.05446048,53.61673274,54.10677358,54.49315126,54.73457041,54.82323599
Ireland,IRL,"Age dependency ratio, old",SP.POP.DPND.OL,19.45406577,19.49016436,19.51537292,19.51316148,19.46920992,19.38113073,19.41141894,19.41039227,19.37277712,19.29545078,19.18199307,19.01584582,18.81411078,18.60770216,18.43285276,18.30336378,18.32834895,18.36408362,18.38170864,18.34152881,18.2230817,18.2940133,18.29431067,18.24584854,18.17696608,18.10022025,18.19448505,18.27328823,18.31487586,18.28981964,18.18676402,17.95857259,17.67348328,17.35784395,17.04419672,16.7536657,16.42582519,16.12150866,15.85355994,15.6348911,15.47305649,15.32547975,15.22804339,15.1757755,15.15918842,15.17342424,15.30414517,15.44504326,15.61568937,15.84345802,16.14250811,16.73447664,17.39109701,18.09865942,18.83256693,19.57731583,20.19689984,20.81466458,21.42170178,22.00764149,22.57004706
Ireland,IRL,"Age dependency ratio, young",SP.POP.DPND.YG,53.49134386,53.44708188,53.39451734,53.30663678,53.20104642,53.09446625,52.97969536,52.72551831,52.44904514,52.33834328,52.4890487,52.18804877,52.28036767,52.57823174,52.80264066,52.81469913,53.09690989,52.98203429,52.61057152,52.21156622,51.87298613,51.61576672,51.51079683,51.40318296,51.06595419,50.38995178,49.79071198,48.85795489,47.65173919,46.34941223,45.0711901,43.36166367,41.84178876,40.41860637,38.98810675,37.54180892,36.1187156,34.74684737,33.47829322,32.40277846,31.55902131,30.71543861,30.05798587,29.58852237,29.29262208,29.15297388,29.29315486,29.53681646,29.85628563,30.18696789,30.47575688,31.18203797,31.82037008,32.40013189,32.95220988,33.47714465,33.4198329,33.292109,33.07144948,32.72692892,32.25318893
